#Mapping quality	mapping quality
5.0	5.0
6.0	5.0
7.0	13.0
8.0	15.0
9.0	18.0
10.0	58.0
11.0	46.0
12.0	33.0
13.0	23.0
14.0	25.0
15.0	25.0
16.0	13.0
17.0	13.0
18.0	13.0
19.0	11.0
20.0	13.0
21.0	41.0
22.0	38.0
23.0	36.0
24.0	51.0
25.0	68.0
26.0	30.0
27.0	22.0
28.0	13.0
29.0	23.0
30.0	21.0
31.0	27.0
32.0	128.0
33.0	132.0
34.0	50.0
35.0	65.0
36.0	68.0
37.0	122.0
38.0	102.0
39.0	88.0
40.0	43.0
41.0	53.0
42.0	53.0
43.0	64.0
44.0	106.0
45.0	93.0
46.0	117.0
47.0	110.0
48.0	92.0
49.0	97.0
50.0	131.0
51.0	201.0
52.0	331.0
53.0	300.0
54.0	281.0
55.0	242.0
56.0	325.0
57.0	844.0
58.0	557.0
59.0	9426.0
60.0	14983.0
