#Duplication rate	Coverage
1.0	1254.0
2.0	1031.0
3.0	892.0
4.0	795.0
5.0	665.0
6.0	650.0
7.0	591.0
8.0	506.0
9.0	468.0
10.0	405.0
11.0	404.0
12.0	347.0
13.0	364.0
14.0	349.0
15.0	291.0
16.0	281.0
17.0	247.0
18.0	261.0
19.0	255.0
20.0	228.0
21.0	228.0
22.0	190.0
23.0	198.0
24.0	200.0
25.0	175.0
26.0	154.0
27.0	157.0
28.0	166.0
29.0	145.0
30.0	136.0
31.0	156.0
32.0	128.0
33.0	129.0
34.0	131.0
35.0	113.0
36.0	115.0
37.0	103.0
38.0	107.0
39.0	103.0
40.0	94.0
41.0	84.0
42.0	90.0
43.0	99.0
44.0	78.0
45.0	97.0
46.0	75.0
47.0	83.0
48.0	77.0
49.0	73.0
50.0	3141.0
