#Duplication rate	Coverage
1.0	3923.0
2.0	2643.0
3.0	1943.0
4.0	1513.0
5.0	1218.0
6.0	1006.0
7.0	907.0
8.0	749.0
9.0	606.0
10.0	543.0
11.0	551.0
12.0	418.0
13.0	450.0
14.0	316.0
15.0	369.0
16.0	314.0
17.0	305.0
18.0	259.0
19.0	263.0
20.0	214.0
21.0	202.0
22.0	185.0
23.0	184.0
24.0	167.0
25.0	137.0
26.0	173.0
27.0	142.0
28.0	126.0
29.0	113.0
30.0	119.0
31.0	118.0
32.0	110.0
33.0	91.0
34.0	98.0
35.0	84.0
36.0	80.0
37.0	76.0
38.0	99.0
39.0	69.0
40.0	94.0
41.0	76.0
42.0	59.0
43.0	70.0
44.0	55.0
45.0	62.0
46.0	51.0
47.0	49.0
48.0	42.0
49.0	43.0
50.0	2163.0
