#Duplication rate	Coverage
1.0	2545.0
2.0	2046.0
3.0	1124.0
4.0	1069.0
5.0	673.0
6.0	677.0
7.0	477.0
8.0	535.0
9.0	399.0
10.0	390.0
11.0	284.0
12.0	281.0
13.0	272.0
14.0	241.0
15.0	231.0
16.0	200.0
17.0	159.0
18.0	179.0
19.0	152.0
20.0	146.0
21.0	131.0
22.0	136.0
23.0	112.0
24.0	118.0
25.0	87.0
26.0	89.0
27.0	99.0
28.0	92.0
29.0	73.0
30.0	84.0
31.0	54.0
32.0	68.0
33.0	74.0
34.0	50.0
35.0	47.0
36.0	56.0
37.0	48.0
38.0	61.0
39.0	42.0
40.0	38.0
41.0	50.0
42.0	35.0
43.0	39.0
44.0	34.0
45.0	26.0
46.0	22.0
47.0	21.0
48.0	26.0
49.0	28.0
50.0	568.0
