#Coverage (X)	Coverage
1.0	99.9866234157108
2.0	99.9866234157108
3.0	99.9799351235662
4.0	99.9699026853493
5.0	99.966558539277
6.0	99.966558539277
7.0	99.9632143932047
8.0	99.9598702471324
9.0	99.9230846403371
10.0	99.90636390997558
11.0	99.88629903354179
12.0	99.88629903354179
13.0	99.88629903354179
14.0	99.88295488746948
15.0	99.88295488746948
16.0	99.88295488746948
17.0	99.88295488746948
18.0	99.87961074139719
19.0	99.87961074139719
20.0	99.87961074139719
21.0	99.87961074139719
22.0	99.87961074139719
23.0	99.87961074139719
24.0	99.87961074139719
25.0	99.87961074139719
26.0	99.87961074139719
27.0	99.87961074139719
28.0	99.87961074139719
29.0	99.87961074139719
30.0	99.87961074139719
31.0	99.87961074139719
32.0	99.87961074139719
33.0	99.87961074139719
34.0	99.87626659532488
35.0	99.87626659532488
36.0	99.87626659532488
37.0	99.87626659532488
38.0	99.87626659532488
39.0	99.87626659532488
40.0	99.87626659532488
41.0	99.87626659532488
42.0	99.87626659532488
43.0	99.87626659532488
44.0	99.87626659532488
45.0	99.87626659532488
46.0	99.87626659532488
47.0	99.87292244925258
48.0	99.86957830318028
49.0	99.85954586496338
50.0	99.85620171889109
51.0	99.84282513460188
