#Duplication rate	Coverage
1.0	1883.0
2.0	1691.0
3.0	1431.0
4.0	1254.0
5.0	1072.0
6.0	893.0
7.0	755.0
8.0	658.0
9.0	620.0
10.0	546.0
11.0	508.0
12.0	470.0
13.0	413.0
14.0	396.0
15.0	376.0
16.0	382.0
17.0	309.0
18.0	339.0
19.0	337.0
20.0	300.0
21.0	292.0
22.0	308.0
23.0	278.0
24.0	279.0
25.0	272.0
26.0	270.0
27.0	252.0
28.0	230.0
29.0	238.0
30.0	211.0
31.0	234.0
32.0	197.0
33.0	208.0
34.0	190.0
35.0	189.0
36.0	177.0
37.0	217.0
38.0	182.0
39.0	176.0
40.0	167.0
41.0	171.0
42.0	163.0
43.0	185.0
44.0	170.0
45.0	196.0
46.0	188.0
47.0	155.0
48.0	167.0
49.0	160.0
50.0	7748.0
