#Duplication rate	Coverage
1.0	3700.0
2.0	1552.0
3.0	952.0
4.0	661.0
5.0	474.0
6.0	359.0
7.0	313.0
8.0	257.0
9.0	239.0
10.0	188.0
11.0	154.0
12.0	172.0
13.0	143.0
14.0	119.0
15.0	97.0
16.0	80.0
17.0	87.0
18.0	93.0
19.0	79.0
20.0	74.0
21.0	83.0
22.0	66.0
23.0	58.0
24.0	54.0
25.0	69.0
26.0	63.0
27.0	58.0
28.0	35.0
29.0	58.0
30.0	37.0
31.0	50.0
32.0	38.0
33.0	32.0
34.0	35.0
35.0	44.0
36.0	27.0
37.0	36.0
38.0	28.0
39.0	21.0
40.0	30.0
41.0	36.0
42.0	23.0
43.0	26.0
44.0	31.0
45.0	22.0
46.0	21.0
47.0	26.0
48.0	22.0
49.0	38.0
50.0	1065.0
