#Mapping quality	mapping quality
1.0	1.0
2.0	45.0
3.0	178.0
4.0	84.0
5.0	183.0
6.0	78.0
7.0	74.0
8.0	108.0
9.0	141.0
10.0	223.0
11.0	144.0
12.0	126.0
13.0	76.0
14.0	146.0
15.0	20.0
16.0	22.0
17.0	87.0
18.0	86.0
19.0	56.0
20.0	138.0
21.0	109.0
22.0	81.0
23.0	76.0
24.0	129.0
25.0	51.0
26.0	65.0
27.0	69.0
28.0	113.0
29.0	138.0
30.0	232.0
31.0	193.0
32.0	154.0
33.0	105.0
34.0	87.0
35.0	118.0
36.0	154.0
37.0	117.0
38.0	109.0
39.0	144.0
40.0	119.0
41.0	200.0
42.0	136.0
43.0	116.0
44.0	141.0
45.0	127.0
46.0	158.0
47.0	307.0
48.0	507.0
49.0	372.0
50.0	425.0
51.0	502.0
52.0	195.0
53.0	391.0
54.0	277.0
55.0	383.0
56.0	689.0
57.0	662.0
58.0	1523.0
59.0	12194.0
60.0	6219.0
