#Duplication rate	Coverage
1.0	457.0
2.0	491.0
3.0	543.0
4.0	515.0
5.0	484.0
6.0	476.0
7.0	447.0
8.0	440.0
9.0	412.0
10.0	407.0
11.0	382.0
12.0	335.0
13.0	356.0
14.0	352.0
15.0	293.0
16.0	333.0
17.0	342.0
18.0	295.0
19.0	298.0
20.0	291.0
21.0	294.0
22.0	266.0
23.0	265.0
24.0	263.0
25.0	253.0
26.0	260.0
27.0	265.0
28.0	265.0
29.0	243.0
30.0	251.0
31.0	239.0
32.0	216.0
33.0	225.0
34.0	214.0
35.0	227.0
36.0	237.0
37.0	205.0
38.0	224.0
39.0	212.0
40.0	216.0
41.0	214.0
42.0	222.0
43.0	205.0
44.0	187.0
45.0	175.0
46.0	174.0
47.0	176.0
48.0	170.0
49.0	173.0
50.0	15060.0
