#Coverage	Number of genomic locations
0.0	224.0
1.0	56.0
2.0	35.0
3.0	85.0
4.0	156.0
5.0	167.0
6.0	244.0
7.0	298.0
8.0	208.0
9.0	279.0
10.0	341.0
11.0	212.0
12.0	167.0
13.0	217.0
14.0	184.0
15.0	110.0
16.0	115.0
17.0	82.0
18.0	83.0
19.0	93.0
20.0	106.0
21.0	66.0
22.0	53.0
23.0	16.0
24.0	12.0
25.0	27.0
26.0	55.0
27.0	58.0
28.0	35.0
29.0	45.0
30.0	36.0
31.0	81.0
32.0	65.0
33.0	73.0
34.0	57.0
35.0	73.0
36.0	94.0
37.0	77.0
38.0	66.0
39.0	57.0
40.0	76.0
41.0	79.0
42.0	59.0
43.0	70.0
44.0	81.0
45.0	70.0
46.0	81.0
47.0	71.0
48.0	93.0
49.0	57.0
50.0	38.0
51.0	46.0
52.0	53.0
53.0	62.0
54.0	39.0
55.0	46.0
56.0	42.0
57.0	37.0
58.0	33.0
59.0	51.0
60.0	54.0
61.0	40.0
62.0	71.0
63.0	63.0
64.0	52.0
65.0	65.0
66.0	51.0
67.0	45.0
68.0	44.0
69.0	41.0
70.0	56.0
71.0	25.0
72.0	37.0
73.0	55.0
74.0	28.0
75.0	37.0
76.0	25.0
77.0	35.0
78.0	37.0
79.0	28.0
80.0	41.0
81.0	46.0
82.0	58.0
83.0	33.0
84.0	26.0
85.0	33.0
86.0	22.0
87.0	35.0
88.0	17.0
89.0	25.0
90.0	24.0
91.0	26.0
92.0	41.0
93.0	21.0
94.0	33.0
95.0	41.0
96.0	30.0
97.0	47.0
98.0	25.0
99.0	14.0
100.0	27.0
101.0	29.0
102.0	12.0
103.0	18.0
104.0	21.0
105.0	29.0
106.0	26.0
107.0	30.0
108.0	36.0
109.0	32.0
110.0	20.0
111.0	21.0
112.0	19.0
113.0	19.0
114.0	18.0
115.0	15.0
116.0	15.0
117.0	7.0
118.0	13.0
119.0	5.0
120.0	7.0
121.0	7.0
122.0	15.0
123.0	24.0
124.0	19.0
125.0	22.0
126.0	25.0
127.0	26.0
128.0	28.0
129.0	36.0
130.0	54.0
131.0	42.0
132.0	32.0
133.0	38.0
134.0	20.0
135.0	24.0
136.0	17.0
137.0	24.0
138.0	16.0
139.0	14.0
140.0	14.0
141.0	13.0
142.0	11.0
143.0	19.0
144.0	25.0
145.0	15.0
146.0	17.0
147.0	20.0
148.0	22.0
149.0	19.0
150.0	24.0
151.0	19.0
152.0	16.0
153.0	25.0
154.0	27.0
155.0	32.0
156.0	31.0
157.0	22.0
158.0	19.0
159.0	19.0
160.0	14.0
161.0	22.0
162.0	25.0
163.0	35.0
164.0	26.0
165.0	41.0
166.0	29.0
167.0	37.0
168.0	49.0
169.0	34.0
170.0	42.0
171.0	18.0
172.0	35.0
173.0	30.0
174.0	28.0
175.0	29.0
176.0	17.0
177.0	24.0
178.0	18.0
179.0	15.0
180.0	8.0
181.0	8.0
182.0	8.0
183.0	11.0
184.0	14.0
185.0	14.0
186.0	13.0
187.0	12.0
188.0	15.0
189.0	26.0
190.0	8.0
191.0	10.0
192.0	12.0
193.0	16.0
194.0	19.0
195.0	8.0
196.0	7.0
197.0	10.0
198.0	11.0
199.0	15.0
200.0	9.0
201.0	15.0
202.0	2.0
203.0	6.0
204.0	4.0
205.0	5.0
206.0	9.0
207.0	9.0
208.0	4.0
209.0	6.0
210.0	13.0
211.0	6.0
212.0	5.0
213.0	5.0
214.0	6.0
215.0	7.0
216.0	13.0
217.0	7.0
218.0	7.0
219.0	6.0
220.0	3.0
221.0	7.0
222.0	5.0
223.0	4.0
224.0	8.0
225.0	9.0
226.0	4.0
227.0	4.0
228.0	5.0
229.0	3.0
230.0	8.0
231.0	8.0
232.0	16.0
233.0	8.0
234.0	8.0
235.0	4.0
236.0	2.0
237.0	5.0
238.0	2.0
239.0	8.0
240.0	10.0
241.0	5.0
242.0	6.0
243.0	8.0
244.0	5.0
245.0	8.0
246.0	5.0
247.0	9.0
248.0	14.0
249.0	10.0
250.0	18.0
251.0	4.0
252.0	14.0
253.0	10.0
254.0	10.0
255.0	12.0
256.0	13.0
257.0	9.0
258.0	14.0
259.0	10.0
260.0	9.0
261.0	8.0
262.0	21.0
263.0	12.0
264.0	9.0
265.0	8.0
266.0	8.0
267.0	6.0
268.0	12.0
269.0	7.0
270.0	19.0
271.0	20.0
272.0	11.0
273.0	4.0
274.0	10.0
275.0	10.0
276.0	9.0
277.0	16.0
278.0	9.0
279.0	12.0
280.0	8.0
281.0	5.0
282.0	7.0
283.0	5.0
284.0	5.0
285.0	9.0
286.0	8.0
287.0	12.0
288.0	7.0
289.0	7.0
290.0	12.0
291.0	9.0
292.0	12.0
293.0	10.0
294.0	9.0
295.0	12.0
296.0	14.0
297.0	11.0
298.0	15.0
299.0	21.0
300.0	11.0
301.0	16.0
302.0	7.0
303.0	12.0
304.0	9.0
305.0	7.0
306.0	3.0
307.0	7.0
308.0	8.0
309.0	12.0
310.0	6.0
311.0	7.0
312.0	3.0
313.0	5.0
314.0	7.0
315.0	5.0
316.0	5.0
317.0	9.0
318.0	5.0
319.0	4.0
320.0	11.0
321.0	7.0
322.0	3.0
323.0	5.0
324.0	5.0
325.0	6.0
326.0	3.0
327.0	6.0
328.0	4.0
329.0	8.0
330.0	2.0
331.0	6.0
332.0	6.0
333.0	8.0
334.0	5.0
335.0	10.0
336.0	11.0
337.0	6.0
338.0	3.0
339.0	5.0
340.0	5.0
341.0	5.0
342.0	12.0
343.0	10.0
344.0	8.0
345.0	10.0
346.0	3.0
