#Insert size (bp)	insert size
2.0	2.0
3.0	3.0
4.0	4.0
5.0	3.0
6.0	4.0
8.0	1.0
9.0	1.0
11.0	4.0
12.0	5.0
13.0	5.0
14.0	9.0
15.0	8.0
16.0	17.0
17.0	6.0
18.0	24.0
19.0	7.0
20.0	24.0
21.0	18.0
22.0	54.0
23.0	20.0
24.0	37.0
25.0	20.0
26.0	15.0
27.0	26.0
28.0	22.0
29.0	11.0
30.0	4.0
31.0	6.0
32.0	15.0
33.0	6.0
34.0	5.0
35.0	11.0
36.0	10.0
37.0	19.0
38.0	16.0
39.0	3.0
40.0	7.0
41.0	2.0
42.0	3.0
43.0	6.0
44.0	9.0
45.0	3.0
46.0	22.0
47.0	9.0
48.0	2.0
49.0	4.0
50.0	6.0
51.0	8.0
52.0	9.0
53.0	6.0
54.0	16.0
55.0	11.0
56.0	8.0
57.0	11.0
58.0	6.0
59.0	21.0
60.0	11.0
61.0	14.0
62.0	22.0
63.0	25.0
64.0	20.0
65.0	27.0
66.0	27.0
67.0	30.0
68.0	36.0
69.0	16.0
70.0	36.0
71.0	32.0
72.0	29.0
73.0	31.0
74.0	25.0
75.0	38.0
76.0	26.0
77.0	87.0
78.0	35.0
79.0	34.0
80.0	42.0
81.0	44.0
82.0	35.0
83.0	41.0
84.0	47.0
85.0	33.0
86.0	48.0
87.0	41.0
88.0	68.0
89.0	56.0
90.0	53.0
91.0	50.0
92.0	59.0
93.0	53.0
94.0	57.0
95.0	68.0
96.0	61.0
97.0	46.0
98.0	45.0
99.0	63.0
100.0	1218.0
101.0	1282.0
102.0	1231.0
103.0	1235.0
104.0	1285.0
105.0	1310.0
106.0	1284.0
107.0	1317.0
108.0	1331.0
109.0	1363.0
110.0	1406.0
111.0	1391.0
112.0	1375.0
113.0	1428.0
114.0	1525.0
115.0	1447.0
116.0	1468.0
117.0	1388.0
118.0	1426.0
119.0	1440.0
120.0	1531.0
121.0	1468.0
122.0	1437.0
123.0	1446.0
124.0	1464.0
125.0	1452.0
126.0	1471.0
127.0	1443.0
128.0	1494.0
129.0	1524.0
130.0	1464.0
131.0	1499.0
132.0	1413.0
133.0	1499.0
134.0	1532.0
135.0	1528.0
136.0	1474.0
137.0	1446.0
138.0	1461.0
139.0	1500.0
140.0	1473.0
141.0	1452.0
142.0	1418.0
143.0	1398.0
144.0	1467.0
145.0	1454.0
146.0	1420.0
147.0	1496.0
148.0	1424.0
149.0	1502.0
150.0	1422.0
151.0	1430.0
152.0	1403.0
153.0	1384.0
154.0	1417.0
155.0	1399.0
156.0	1391.0
157.0	1362.0
158.0	1397.0
159.0	1392.0
160.0	1364.0
161.0	1340.0
162.0	1354.0
163.0	1308.0
164.0	1374.0
165.0	1355.0
166.0	1399.0
167.0	1354.0
168.0	1342.0
169.0	1300.0
170.0	1328.0
171.0	1289.0
172.0	1319.0
173.0	1340.0
174.0	1308.0
175.0	1322.0
176.0	1280.0
177.0	1283.0
178.0	1322.0
179.0	1324.0
180.0	1303.0
181.0	1227.0
182.0	1278.0
183.0	1206.0
184.0	1258.0
185.0	1209.0
186.0	1227.0
187.0	1231.0
188.0	1270.0
189.0	1239.0
190.0	1248.0
191.0	1223.0
192.0	1203.0
193.0	1226.0
194.0	1201.0
195.0	1187.0
196.0	1129.0
197.0	1189.0
198.0	1124.0
199.0	1131.0
200.0	1176.0
201.0	1146.0
202.0	1146.0
203.0	1173.0
204.0	1094.0
205.0	1141.0
206.0	1165.0
207.0	1083.0
208.0	1183.0
209.0	1104.0
210.0	1088.0
211.0	1075.0
212.0	1078.0
213.0	1064.0
214.0	1077.0
215.0	1064.0
216.0	1075.0
217.0	1054.0
218.0	1089.0
219.0	1061.0
220.0	1023.0
221.0	1026.0
222.0	976.0
223.0	989.0
224.0	996.0
225.0	1017.0
226.0	987.0
227.0	1044.0
228.0	1008.0
229.0	949.0
230.0	951.0
231.0	980.0
232.0	889.0
233.0	966.0
234.0	1156.0
235.0	959.0
236.0	975.0
237.0	935.0
238.0	924.0
239.0	915.0
240.0	916.0
241.0	938.0
242.0	899.0
243.0	891.0
244.0	874.0
245.0	912.0
246.0	877.0
247.0	907.0
248.0	847.0
249.0	876.0
