#Duplication rate	Coverage
1.0	1656.0
2.0	1548.0
3.0	1167.0
4.0	1085.0
5.0	884.0
6.0	730.0
7.0	661.0
8.0	610.0
9.0	539.0
10.0	446.0
11.0	442.0
12.0	422.0
13.0	382.0
14.0	328.0
15.0	330.0
16.0	342.0
17.0	318.0
18.0	292.0
19.0	299.0
20.0	249.0
21.0	266.0
22.0	238.0
23.0	241.0
24.0	225.0
25.0	193.0
26.0	236.0
27.0	228.0
28.0	216.0
29.0	194.0
30.0	231.0
31.0	200.0
32.0	210.0
33.0	186.0
34.0	190.0
35.0	187.0
36.0	183.0
37.0	189.0
38.0	163.0
39.0	163.0
40.0	185.0
41.0	194.0
42.0	154.0
43.0	159.0
44.0	155.0
45.0	159.0
46.0	146.0
47.0	169.0
48.0	139.0
49.0	164.0
50.0	10058.0
