#Coverage (X)	Coverage
1.0	99.87292244925258
2.0	99.86957830318028
3.0	99.85954586496338
4.0	99.83613684245728
5.0	99.82276025816807
6.0	99.77928635922817
7.0	99.61876734775775
8.0	99.34454736982912
9.0	99.17734006621409
10.0	99.14389860549109
11.0	99.03354178510517
12.0	98.95997057151456
13.0	98.95997057151456
14.0	98.95662642544227
15.0	98.94659398722536
16.0	98.94324984115306
17.0	98.91984081864696
18.0	98.88305521185166
19.0	98.81617229040565
20.0	98.70581547001973
21.0	98.66902986322442
22.0	98.5586730428385
23.0	98.4817576831756
24.0	98.35468013242819
25.0	98.28445306490987
26.0	98.18412868274086
27.0	98.08714844664415
28.0	97.97010333411363
29.0	97.7226365247634
30.0	97.50861117613617
31.0	97.15413169247233
32.0	96.78961977059159
33.0	96.42176370263853
34.0	96.02046617396248
35.0	95.65929839815404
36.0	95.33491622914089
37.0	94.88345650938032
38.0	94.44202922783667
39.0	94.04407584523292
40.0	93.61602514797846
41.0	93.21138347323011
42.0	92.93381934922917
43.0	92.66628766344513
44.0	92.3786911012273
45.0	92.08775039293717
46.0	91.80684212286393
47.0	91.49249239206769
48.0	91.18148680734375
49.0	90.89723439119821
50.0	90.63639099755878
51.0	90.29194395211184
