#Duplication rate	Coverage
1.0	1439.0
2.0	1571.0
3.0	1256.0
4.0	1310.0
5.0	1211.0
6.0	1263.0
7.0	1197.0
8.0	1184.0
9.0	1100.0
10.0	1120.0
11.0	1041.0
12.0	985.0
13.0	932.0
14.0	855.0
15.0	800.0
16.0	730.0
17.0	725.0
18.0	661.0
19.0	553.0
20.0	447.0
21.0	498.0
22.0	400.0
23.0	408.0
24.0	381.0
25.0	316.0
26.0	300.0
27.0	286.0
28.0	262.0
29.0	247.0
30.0	210.0
31.0	215.0
32.0	158.0
33.0	171.0
34.0	157.0
35.0	145.0
36.0	132.0
37.0	117.0
38.0	96.0
39.0	78.0
40.0	91.0
41.0	79.0
42.0	81.0
43.0	72.0
44.0	73.0
45.0	68.0
46.0	49.0
47.0	63.0
48.0	53.0
49.0	40.0
50.0	1497.0
