#Duplication rate	Coverage
1.0	2979.0
2.0	2108.0
3.0	1585.0
4.0	1232.0
5.0	1002.0
6.0	889.0
7.0	753.0
8.0	666.0
9.0	613.0
10.0	556.0
11.0	483.0
12.0	480.0
13.0	421.0
14.0	387.0
15.0	365.0
16.0	363.0
17.0	336.0
18.0	299.0
19.0	290.0
20.0	278.0
21.0	273.0
22.0	245.0
23.0	238.0
24.0	248.0
25.0	228.0
26.0	198.0
27.0	200.0
28.0	162.0
29.0	184.0
30.0	155.0
31.0	149.0
32.0	168.0
33.0	139.0
34.0	155.0
35.0	146.0
36.0	131.0
37.0	117.0
38.0	109.0
39.0	113.0
40.0	108.0
41.0	124.0
42.0	113.0
43.0	112.0
44.0	108.0
45.0	95.0
46.0	94.0
47.0	93.0
48.0	103.0
49.0	100.0
50.0	5045.0
