#Mapping quality	mapping quality
11.0	1.0
12.0	3.0
13.0	3.0
14.0	5.0
15.0	26.0
16.0	37.0
17.0	42.0
18.0	19.0
19.0	22.0
20.0	22.0
21.0	23.0
22.0	34.0
23.0	33.0
24.0	31.0
25.0	26.0
26.0	56.0
27.0	40.0
28.0	38.0
29.0	46.0
30.0	53.0
31.0	27.0
32.0	41.0
33.0	22.0
34.0	20.0
35.0	53.0
36.0	79.0
37.0	104.0
38.0	126.0
39.0	105.0
40.0	219.0
41.0	180.0
42.0	153.0
43.0	77.0
44.0	97.0
45.0	95.0
46.0	150.0
47.0	136.0
48.0	156.0
49.0	373.0
50.0	294.0
51.0	284.0
52.0	351.0
53.0	327.0
54.0	348.0
55.0	192.0
56.0	445.0
57.0	906.0
58.0	1541.0
59.0	9016.0
60.0	13426.0
