#Duplication rate	Coverage
1.0	552.0
2.0	310.0
3.0	241.0
4.0	171.0
5.0	124.0
6.0	111.0
7.0	107.0
8.0	78.0
9.0	83.0
10.0	87.0
11.0	61.0
12.0	51.0
13.0	49.0
14.0	42.0
15.0	33.0
16.0	44.0
17.0	39.0
18.0	34.0
19.0	33.0
20.0	27.0
21.0	42.0
22.0	40.0
23.0	30.0
24.0	21.0
25.0	19.0
26.0	19.0
27.0	18.0
28.0	30.0
29.0	17.0
30.0	17.0
31.0	16.0
32.0	16.0
33.0	10.0
34.0	15.0
35.0	15.0
36.0	15.0
37.0	11.0
38.0	18.0
39.0	5.0
40.0	8.0
41.0	13.0
42.0	17.0
43.0	12.0
44.0	16.0
45.0	9.0
46.0	8.0
47.0	9.0
48.0	11.0
49.0	11.0
50.0	972.0
