#Duplication rate	Coverage
1.0	2810.0
2.0	1671.0
3.0	905.0
4.0	710.0
5.0	449.0
6.0	355.0
7.0	270.0
8.0	247.0
9.0	210.0
10.0	182.0
11.0	167.0
12.0	125.0
13.0	95.0
14.0	96.0
15.0	88.0
16.0	77.0
17.0	57.0
18.0	60.0
19.0	48.0
20.0	54.0
21.0	47.0
22.0	36.0
23.0	41.0
24.0	34.0
25.0	32.0
26.0	32.0
27.0	28.0
28.0	22.0
29.0	23.0
30.0	12.0
31.0	21.0
32.0	15.0
33.0	10.0
34.0	12.0
35.0	14.0
36.0	16.0
37.0	9.0
38.0	13.0
39.0	6.0
40.0	6.0
41.0	5.0
42.0	12.0
43.0	11.0
44.0	8.0
45.0	3.0
46.0	7.0
47.0	5.0
48.0	2.0
49.0	3.0
50.0	76.0
