#Duplication rate	Coverage
1.0	510.0
2.0	544.0
3.0	552.0
4.0	618.0
5.0	577.0
6.0	670.0
7.0	660.0
8.0	687.0
9.0	720.0
10.0	763.0
11.0	739.0
12.0	766.0
13.0	768.0
14.0	760.0
15.0	748.0
16.0	727.0
17.0	748.0
18.0	733.0
19.0	718.0
20.0	688.0
21.0	643.0
22.0	627.0
23.0	641.0
24.0	594.0
25.0	571.0
26.0	526.0
27.0	527.0
28.0	486.0
29.0	489.0
30.0	479.0
31.0	434.0
32.0	398.0
33.0	339.0
34.0	338.0
35.0	322.0
36.0	349.0
37.0	319.0
38.0	295.0
39.0	270.0
40.0	282.0
41.0	264.0
42.0	260.0
43.0	230.0
44.0	232.0
45.0	226.0
46.0	220.0
47.0	204.0
48.0	181.0
49.0	165.0
50.0	4336.0
