#Duplication rate	Coverage
1.0	2259.0
2.0	1654.0
3.0	1309.0
4.0	1115.0
5.0	939.0
6.0	850.0
7.0	716.0
8.0	652.0
9.0	556.0
10.0	553.0
11.0	519.0
12.0	454.0
13.0	440.0
14.0	458.0
15.0	367.0
16.0	393.0
17.0	362.0
18.0	341.0
19.0	312.0
20.0	317.0
21.0	240.0
22.0	257.0
23.0	236.0
24.0	258.0
25.0	257.0
26.0	233.0
27.0	197.0
28.0	210.0
29.0	243.0
30.0	192.0
31.0	192.0
32.0	177.0
33.0	183.0
34.0	153.0
35.0	163.0
36.0	140.0
37.0	128.0
38.0	153.0
39.0	151.0
40.0	138.0
41.0	125.0
42.0	126.0
43.0	119.0
44.0	132.0
45.0	115.0
46.0	123.0
47.0	115.0
48.0	105.0
49.0	115.0
50.0	6464.0
