#Duplication rate	Coverage
1.0	534.0
2.0	565.0
3.0	602.0
4.0	615.0
5.0	589.0
6.0	475.0
7.0	518.0
8.0	466.0
9.0	424.0
10.0	368.0
11.0	347.0
12.0	375.0
13.0	295.0
14.0	257.0
15.0	263.0
16.0	271.0
17.0	304.0
18.0	287.0
19.0	306.0
20.0	303.0
21.0	262.0
22.0	249.0
23.0	226.0
24.0	234.0
25.0	231.0
26.0	247.0
27.0	220.0
28.0	227.0
29.0	243.0
30.0	216.0
31.0	216.0
32.0	189.0
33.0	206.0
34.0	221.0
35.0	222.0
36.0	203.0
37.0	216.0
38.0	211.0
39.0	207.0
40.0	224.0
41.0	172.0
42.0	201.0
43.0	192.0
44.0	207.0
45.0	174.0
46.0	167.0
47.0	166.0
48.0	187.0
49.0	150.0
50.0	15282.0
