#Mapping quality	mapping quality
4.0	188.0
5.0	132.0
6.0	90.0
7.0	51.0
8.0	122.0
9.0	149.0
10.0	74.0
11.0	242.0
12.0	471.0
13.0	281.0
14.0	212.0
15.0	204.0
16.0	95.0
17.0	146.0
18.0	116.0
19.0	136.0
20.0	179.0
21.0	195.0
22.0	206.0
23.0	272.0
24.0	143.0
25.0	113.0
26.0	157.0
27.0	138.0
28.0	294.0
29.0	250.0
30.0	168.0
31.0	218.0
32.0	174.0
33.0	167.0
34.0	113.0
35.0	67.0
36.0	109.0
37.0	99.0
38.0	67.0
39.0	116.0
40.0	118.0
41.0	241.0
42.0	203.0
43.0	206.0
44.0	119.0
45.0	141.0
46.0	188.0
47.0	122.0
48.0	107.0
49.0	233.0
50.0	188.0
51.0	236.0
52.0	315.0
53.0	223.0
54.0	192.0
55.0	240.0
56.0	565.0
57.0	910.0
58.0	977.0
59.0	13005.0
60.0	5420.0
