#Duplication rate	Coverage
1.0	4526.0
2.0	2813.0
3.0	1855.0
4.0	1347.0
5.0	1010.0
6.0	792.0
7.0	693.0
8.0	570.0
9.0	495.0
10.0	458.0
11.0	394.0
12.0	339.0
13.0	324.0
14.0	317.0
15.0	295.0
16.0	275.0
17.0	252.0
18.0	243.0
19.0	208.0
20.0	201.0
21.0	206.0
22.0	180.0
23.0	186.0
24.0	180.0
25.0	160.0
26.0	180.0
27.0	135.0
28.0	148.0
29.0	154.0
30.0	125.0
31.0	124.0
32.0	99.0
33.0	132.0
34.0	129.0
35.0	116.0
36.0	109.0
37.0	103.0
38.0	105.0
39.0	101.0
40.0	107.0
41.0	82.0
42.0	84.0
43.0	89.0
44.0	77.0
45.0	71.0
46.0	95.0
47.0	67.0
48.0	64.0
49.0	72.0
50.0	2195.0
