#Duplication rate	Coverage
1.0	6661.0
2.0	2562.0
3.0	1094.0
4.0	583.0
5.0	359.0
6.0	214.0
7.0	160.0
8.0	123.0
9.0	95.0
10.0	98.0
11.0	81.0
12.0	74.0
13.0	65.0
14.0	50.0
15.0	44.0
16.0	46.0
17.0	42.0
18.0	43.0
19.0	33.0
20.0	35.0
21.0	39.0
22.0	42.0
23.0	15.0
24.0	34.0
25.0	20.0
26.0	27.0
27.0	27.0
28.0	47.0
29.0	22.0
30.0	32.0
31.0	30.0
32.0	27.0
33.0	22.0
34.0	37.0
35.0	25.0
36.0	21.0
37.0	19.0
38.0	16.0
39.0	28.0
40.0	21.0
41.0	9.0
42.0	19.0
43.0	14.0
44.0	13.0
45.0	17.0
46.0	18.0
47.0	23.0
48.0	14.0
49.0	14.0
50.0	846.0
