#Coverage	Number of genomic locations
0.0	449.0
1.0	291.0
2.0	388.0
3.0	311.0
4.0	221.0
5.0	279.0
6.0	159.0
7.0	129.0
8.0	187.0
9.0	185.0
10.0	270.0
11.0	276.0
12.0	292.0
13.0	190.0
14.0	217.0
15.0	233.0
16.0	229.0
17.0	254.0
18.0	141.0
19.0	136.0
20.0	83.0
21.0	109.0
22.0	43.0
23.0	34.0
24.0	84.0
25.0	103.0
26.0	107.0
27.0	140.0
28.0	127.0
29.0	89.0
30.0	71.0
31.0	103.0
32.0	91.0
33.0	80.0
34.0	77.0
35.0	91.0
36.0	127.0
37.0	85.0
38.0	101.0
39.0	108.0
40.0	86.0
41.0	90.0
42.0	52.0
43.0	85.0
44.0	79.0
45.0	52.0
46.0	47.0
47.0	60.0
48.0	42.0
49.0	30.0
50.0	53.0
51.0	37.0
52.0	35.0
53.0	46.0
54.0	30.0
55.0	38.0
56.0	58.0
57.0	73.0
58.0	104.0
59.0	74.0
60.0	44.0
61.0	41.0
62.0	56.0
63.0	48.0
64.0	44.0
65.0	64.0
66.0	62.0
67.0	57.0
68.0	53.0
69.0	43.0
70.0	55.0
71.0	49.0
72.0	47.0
73.0	61.0
74.0	26.0
75.0	22.0
76.0	24.0
77.0	56.0
78.0	47.0
79.0	31.0
80.0	36.0
81.0	40.0
82.0	44.0
83.0	34.0
84.0	31.0
85.0	36.0
86.0	46.0
87.0	55.0
88.0	47.0
89.0	47.0
90.0	52.0
91.0	53.0
92.0	73.0
93.0	49.0
94.0	41.0
95.0	60.0
96.0	78.0
97.0	46.0
98.0	63.0
99.0	77.0
100.0	78.0
101.0	88.0
102.0	83.0
103.0	84.0
104.0	63.0
105.0	75.0
106.0	65.0
107.0	71.0
108.0	78.0
109.0	49.0
110.0	88.0
111.0	91.0
112.0	83.0
113.0	58.0
114.0	57.0
115.0	64.0
116.0	45.0
117.0	78.0
118.0	54.0
119.0	35.0
120.0	60.0
121.0	37.0
122.0	49.0
123.0	66.0
124.0	49.0
125.0	59.0
126.0	58.0
127.0	67.0
128.0	70.0
