#Coverage	Number of genomic locations
0.0	327.0
1.0	194.0
2.0	228.0
3.0	264.0
4.0	253.0
5.0	161.0
6.0	226.0
7.0	193.0
8.0	146.0
9.0	82.0
10.0	84.0
11.0	3.0
12.0	35.0
13.0	103.0
14.0	75.0
15.0	113.0
16.0	41.0
17.0	70.0
18.0	84.0
19.0	45.0
20.0	34.0
21.0	43.0
22.0	48.0
23.0	67.0
24.0	44.0
25.0	3.0
26.0	7.0
27.0	33.0
28.0	49.0
29.0	23.0
30.0	37.0
31.0	45.0
32.0	33.0
33.0	48.0
34.0	39.0
35.0	29.0
36.0	30.0
37.0	63.0
38.0	37.0
39.0	28.0
40.0	47.0
41.0	50.0
42.0	43.0
43.0	25.0
44.0	41.0
45.0	48.0
46.0	55.0
47.0	63.0
48.0	40.0
49.0	39.0
50.0	54.0
51.0	76.0
52.0	51.0
53.0	40.0
54.0	75.0
55.0	53.0
56.0	59.0
57.0	68.0
58.0	45.0
59.0	60.0
60.0	37.0
61.0	36.0
62.0	39.0
63.0	42.0
64.0	44.0
65.0	36.0
66.0	55.0
67.0	47.0
68.0	56.0
69.0	53.0
70.0	40.0
71.0	52.0
72.0	59.0
73.0	89.0
74.0	71.0
75.0	61.0
76.0	104.0
77.0	94.0
78.0	84.0
79.0	102.0
80.0	100.0
81.0	79.0
82.0	47.0
83.0	62.0
84.0	94.0
85.0	57.0
86.0	82.0
87.0	80.0
88.0	53.0
89.0	62.0
90.0	72.0
91.0	44.0
92.0	58.0
93.0	53.0
94.0	89.0
95.0	112.0
96.0	127.0
97.0	134.0
98.0	111.0
99.0	125.0
100.0	134.0
101.0	102.0
102.0	99.0
103.0	133.0
104.0	120.0
105.0	108.0
106.0	93.0
107.0	78.0
108.0	95.0
109.0	66.0
110.0	73.0
111.0	75.0
112.0	96.0
113.0	92.0
114.0	96.0
115.0	89.0
116.0	92.0
117.0	66.0
118.0	78.0
119.0	78.0
120.0	68.0
121.0	92.0
122.0	88.0
123.0	104.0
124.0	79.0
125.0	96.0
126.0	96.0
127.0	123.0
128.0	134.0
129.0	141.0
130.0	102.0
131.0	91.0
132.0	112.0
133.0	96.0
134.0	65.0
135.0	91.0
136.0	94.0
137.0	95.0
138.0	97.0
139.0	103.0
140.0	114.0
141.0	128.0
142.0	109.0
143.0	105.0
144.0	109.0
145.0	105.0
146.0	94.0
147.0	89.0
148.0	76.0
149.0	64.0
150.0	106.0
151.0	76.0
152.0	104.0
153.0	91.0
154.0	108.0
155.0	70.0
156.0	114.0
157.0	103.0
158.0	108.0
159.0	92.0
160.0	110.0
161.0	101.0
162.0	96.0
163.0	99.0
164.0	77.0
165.0	109.0
166.0	107.0
167.0	120.0
168.0	124.0
169.0	110.0
170.0	110.0
171.0	128.0
172.0	108.0
173.0	104.0
174.0	90.0
175.0	114.0
176.0	120.0
177.0	118.0
178.0	110.0
179.0	125.0
180.0	131.0
181.0	136.0
182.0	134.0
183.0	124.0
184.0	142.0
185.0	143.0
186.0	118.0
187.0	92.0
188.0	97.0
189.0	103.0
190.0	72.0
191.0	71.0
192.0	66.0
193.0	71.0
194.0	80.0
195.0	62.0
196.0	61.0
197.0	93.0
198.0	81.0
199.0	76.0
200.0	72.0
201.0	53.0
202.0	43.0
203.0	42.0
204.0	59.0
205.0	45.0
206.0	45.0
207.0	49.0
208.0	39.0
209.0	43.0
210.0	43.0
211.0	63.0
212.0	71.0
213.0	54.0
214.0	57.0
215.0	50.0
216.0	57.0
217.0	67.0
218.0	80.0
219.0	61.0
220.0	50.0
221.0	57.0
222.0	74.0
223.0	69.0
224.0	60.0
225.0	68.0
226.0	68.0
227.0	51.0
228.0	64.0
229.0	67.0
230.0	61.0
231.0	55.0
232.0	55.0
233.0	60.0
234.0	53.0
235.0	56.0
236.0	46.0
237.0	56.0
238.0	45.0
239.0	47.0
240.0	43.0
241.0	37.0
242.0	43.0
243.0	47.0
244.0	54.0
245.0	53.0
246.0	45.0
247.0	42.0
248.0	53.0
249.0	49.0
250.0	74.0
251.0	67.0
252.0	68.0
253.0	68.0
254.0	54.0
255.0	55.0
256.0	62.0
257.0	62.0
258.0	43.0
259.0	51.0
260.0	59.0
261.0	66.0
262.0	51.0
263.0	81.0
264.0	58.0
265.0	52.0
266.0	46.0
267.0	40.0
268.0	54.0
269.0	66.0
270.0	72.0
271.0	81.0
272.0	64.0
273.0	69.0
274.0	60.0
275.0	67.0
276.0	56.0
277.0	72.0
278.0	48.0
279.0	48.0
280.0	48.0
281.0	50.0
282.0	64.0
283.0	58.0
284.0	68.0
285.0	58.0
286.0	66.0
287.0	61.0
288.0	78.0
289.0	60.0
290.0	49.0
291.0	62.0
292.0	59.0
293.0	64.0
294.0	75.0
295.0	71.0
296.0	63.0
297.0	59.0
298.0	62.0
299.0	52.0
300.0	46.0
301.0	55.0
302.0	59.0
303.0	63.0
304.0	56.0
305.0	62.0
306.0	78.0
307.0	68.0
308.0	75.0
309.0	76.0
310.0	73.0
311.0	91.0
312.0	76.0
313.0	67.0
314.0	75.0
315.0	72.0
316.0	74.0
317.0	86.0
318.0	84.0
319.0	82.0
320.0	76.0
321.0	74.0
322.0	66.0
323.0	54.0
324.0	66.0
325.0	60.0
326.0	62.0
327.0	61.0
328.0	63.0
329.0	68.0
330.0	53.0
331.0	42.0
332.0	52.0
333.0	39.0
334.0	51.0
335.0	61.0
336.0	75.0
337.0	66.0
338.0	74.0
339.0	46.0
340.0	63.0
341.0	54.0
342.0	36.0
343.0	67.0
344.0	69.0
345.0	34.0
346.0	38.0
347.0	41.0
348.0	37.0
349.0	35.0
350.0	48.0
351.0	43.0
352.0	43.0
353.0	72.0
354.0	50.0
355.0	43.0
356.0	45.0
357.0	52.0
358.0	58.0
359.0	61.0
360.0	58.0
361.0	59.0
362.0	59.0
363.0	60.0
364.0	55.0
365.0	51.0
366.0	55.0
367.0	36.0
368.0	39.0
369.0	28.0
370.0	23.0
371.0	23.0
372.0	27.0
373.0	32.0
374.0	38.0
375.0	36.0
376.0	43.0
377.0	46.0
378.0	38.0
379.0	44.0
380.0	29.0
381.0	22.0
382.0	33.0
383.0	47.0
384.0	49.0
385.0	57.0
386.0	51.0
387.0	45.0
388.0	48.0
389.0	37.0
390.0	35.0
391.0	23.0
392.0	22.0
393.0	26.0
394.0	26.0
395.0	25.0
396.0	28.0
397.0	29.0
398.0	35.0
399.0	26.0
400.0	39.0
401.0	32.0
