#Duplication rate	Coverage
1.0	4265.0
2.0	1996.0
3.0	1251.0
4.0	849.0
5.0	609.0
6.0	463.0
7.0	363.0
8.0	265.0
9.0	226.0
10.0	175.0
11.0	155.0
12.0	135.0
13.0	118.0
14.0	119.0
15.0	85.0
16.0	87.0
17.0	59.0
18.0	71.0
19.0	57.0
20.0	59.0
21.0	44.0
22.0	46.0
23.0	30.0
24.0	35.0
25.0	42.0
26.0	26.0
27.0	33.0
28.0	24.0
29.0	22.0
30.0	22.0
31.0	19.0
32.0	13.0
33.0	15.0
34.0	20.0
35.0	18.0
36.0	15.0
37.0	15.0
38.0	8.0
39.0	13.0
40.0	10.0
41.0	10.0
42.0	7.0
43.0	7.0
44.0	8.0
45.0	4.0
46.0	4.0
47.0	6.0
48.0	7.0
49.0	9.0
50.0	157.0
