#Coverage (X)	Coverage
1.0	99.9799351235662
2.0	99.9765909774939
3.0	99.9230846403371
4.0	99.90636390997558
5.0	99.88964317961408
6.0	99.86289001103569
7.0	99.78931879744508
8.0	99.72578002207136
9.0	99.69233856134836
10.0	99.67561783098685
11.0	99.66892953884226
12.0	99.66892953884226
13.0	99.66558539276996
14.0	99.65889710062535
15.0	99.65889710062535
16.0	99.64217637026385
17.0	99.63883222419155
18.0	99.63214393204696
19.0	99.61876734775775
20.0	99.60539076346855
21.0	99.58532588703474
22.0	99.53850784202254
23.0	99.48165735879343
24.0	99.42480687556433
25.0	99.35457980804601
26.0	99.2743203023108
27.0	99.2375346955155
28.0	99.19071665050329
29.0	99.14724275156338
30.0	99.14724275156338
31.0	99.14724275156338
32.0	99.14389860549109
33.0	99.13386616727419
34.0	99.13052202120188
35.0	99.12717787512959
36.0	99.10711299869578
37.0	99.10042470655118
38.0	99.09708056047889
39.0	99.09373641440658
40.0	99.09373641440658
41.0	99.09039226833428
42.0	99.07367153797277
43.0	99.02016520081597
44.0	99.00678861652678
45.0	98.99675617830987
46.0	98.94993813329766
47.0	98.89643179614086
48.0	98.84292545898404
49.0	98.79276326789955
50.0	98.73925693074274
51.0	98.71250376216433
