#Duplication rate	Coverage
1.0	3916.0
2.0	1402.0
3.0	727.0
4.0	452.0
5.0	306.0
6.0	228.0
7.0	166.0
8.0	128.0
9.0	126.0
10.0	92.0
11.0	97.0
12.0	68.0
13.0	65.0
14.0	46.0
15.0	51.0
16.0	37.0
17.0	33.0
18.0	37.0
19.0	33.0
20.0	30.0
21.0	19.0
22.0	23.0
23.0	14.0
24.0	26.0
25.0	12.0
26.0	8.0
27.0	17.0
28.0	9.0
29.0	10.0
30.0	15.0
31.0	6.0
32.0	8.0
33.0	6.0
34.0	15.0
35.0	12.0
36.0	13.0
37.0	6.0
38.0	3.0
39.0	13.0
40.0	7.0
41.0	7.0
42.0	6.0
43.0	4.0
44.0	4.0
45.0	12.0
46.0	4.0
47.0	3.0
48.0	2.0
49.0	2.0
50.0	274.0
