#Duplication rate	Coverage
1.0	1409.0
2.0	1048.0
3.0	825.0
4.0	678.0
5.0	543.0
6.0	483.0
7.0	411.0
8.0	407.0
9.0	361.0
10.0	326.0
11.0	309.0
12.0	260.0
13.0	274.0
14.0	277.0
15.0	265.0
16.0	249.0
17.0	257.0
18.0	241.0
19.0	226.0
20.0	211.0
21.0	183.0
22.0	199.0
23.0	202.0
24.0	163.0
25.0	187.0
26.0	165.0
27.0	145.0
28.0	143.0
29.0	153.0
30.0	133.0
31.0	128.0
32.0	145.0
33.0	128.0
34.0	123.0
35.0	110.0
36.0	108.0
37.0	129.0
38.0	117.0
39.0	112.0
40.0	98.0
41.0	97.0
42.0	99.0
43.0	91.0
44.0	101.0
45.0	92.0
46.0	96.0
47.0	75.0
48.0	99.0
49.0	86.0
50.0	15129.0
