#Duplication rate	Coverage
1.0	4285.0
2.0	2308.0
3.0	1524.0
4.0	1053.0
5.0	829.0
6.0	722.0
7.0	628.0
8.0	538.0
9.0	445.0
10.0	402.0
11.0	363.0
12.0	303.0
13.0	281.0
14.0	234.0
15.0	222.0
16.0	224.0
17.0	194.0
18.0	159.0
19.0	161.0
20.0	135.0
21.0	148.0
22.0	126.0
23.0	124.0
24.0	125.0
25.0	123.0
26.0	93.0
27.0	94.0
28.0	100.0
29.0	83.0
30.0	81.0
31.0	65.0
32.0	60.0
33.0	68.0
34.0	63.0
35.0	69.0
36.0	70.0
37.0	44.0
38.0	52.0
39.0	55.0
40.0	48.0
41.0	39.0
42.0	46.0
43.0	26.0
44.0	46.0
45.0	52.0
46.0	21.0
47.0	35.0
48.0	42.0
49.0	37.0
50.0	1635.0
