#Duplication rate	Coverage
1.0	4237.0
2.0	2310.0
3.0	1625.0
4.0	1228.0
5.0	1002.0
6.0	818.0
7.0	711.0
8.0	614.0
9.0	520.0
10.0	444.0
11.0	421.0
12.0	340.0
13.0	300.0
14.0	262.0
15.0	258.0
16.0	205.0
17.0	222.0
18.0	188.0
19.0	161.0
20.0	151.0
21.0	150.0
22.0	114.0
23.0	123.0
24.0	107.0
25.0	110.0
26.0	80.0
27.0	76.0
28.0	86.0
29.0	79.0
30.0	62.0
31.0	56.0
32.0	50.0
33.0	49.0
34.0	46.0
35.0	45.0
36.0	44.0
37.0	40.0
38.0	26.0
39.0	31.0
40.0	29.0
41.0	26.0
42.0	25.0
43.0	14.0
44.0	16.0
45.0	24.0
46.0	15.0
47.0	11.0
48.0	13.0
49.0	9.0
50.0	143.0
