#Duplication rate	Coverage
1.0	3950.0
2.0	2643.0
3.0	1897.0
4.0	1403.0
5.0	1171.0
6.0	989.0
7.0	827.0
8.0	777.0
9.0	620.0
10.0	576.0
11.0	501.0
12.0	424.0
13.0	383.0
14.0	392.0
15.0	321.0
16.0	315.0
17.0	252.0
18.0	228.0
19.0	240.0
20.0	176.0
21.0	160.0
22.0	174.0
23.0	154.0
24.0	147.0
25.0	126.0
26.0	102.0
27.0	109.0
28.0	108.0
29.0	103.0
30.0	80.0
31.0	87.0
32.0	90.0
33.0	70.0
34.0	53.0
35.0	73.0
36.0	50.0
37.0	55.0
38.0	51.0
39.0	58.0
40.0	49.0
41.0	50.0
42.0	48.0
43.0	50.0
44.0	44.0
45.0	40.0
46.0	34.0
47.0	35.0
48.0	39.0
49.0	34.0
50.0	2062.0
