#Duplication rate	Coverage
1.0	3253.0
2.0	1989.0
3.0	1180.0
4.0	912.0
5.0	682.0
6.0	572.0
7.0	437.0
8.0	359.0
9.0	323.0
10.0	326.0
11.0	237.0
12.0	225.0
13.0	236.0
14.0	182.0
15.0	163.0
16.0	163.0
17.0	128.0
18.0	125.0
19.0	127.0
20.0	125.0
21.0	90.0
22.0	97.0
23.0	87.0
24.0	69.0
25.0	80.0
26.0	65.0
27.0	58.0
28.0	62.0
29.0	53.0
30.0	50.0
31.0	52.0
32.0	45.0
33.0	45.0
34.0	33.0
35.0	37.0
36.0	47.0
37.0	31.0
38.0	35.0
39.0	32.0
40.0	23.0
41.0	30.0
42.0	32.0
43.0	30.0
44.0	33.0
45.0	20.0
46.0	17.0
47.0	19.0
48.0	18.0
49.0	21.0
50.0	350.0
