#Duplication rate	Coverage
1.0	5210.0
2.0	2623.0
3.0	1505.0
4.0	1036.0
5.0	739.0
6.0	531.0
7.0	421.0
8.0	371.0
9.0	343.0
10.0	284.0
11.0	210.0
12.0	227.0
13.0	208.0
14.0	195.0
15.0	168.0
16.0	166.0
17.0	142.0
18.0	116.0
19.0	132.0
20.0	102.0
21.0	131.0
22.0	122.0
23.0	99.0
24.0	93.0
25.0	83.0
26.0	92.0
27.0	89.0
28.0	72.0
29.0	88.0
30.0	78.0
31.0	78.0
32.0	63.0
33.0	73.0
34.0	77.0
35.0	69.0
36.0	57.0
37.0	61.0
38.0	49.0
39.0	45.0
40.0	46.0
41.0	47.0
42.0	60.0
43.0	41.0
44.0	36.0
45.0	53.0
46.0	30.0
47.0	40.0
48.0	35.0
49.0	34.0
50.0	1015.0
