#Duplication rate	Coverage
1.0	4482.0
2.0	1994.0
3.0	1154.0
4.0	853.0
5.0	581.0
6.0	463.0
7.0	382.0
8.0	332.0
9.0	264.0
10.0	236.0
11.0	183.0
12.0	170.0
13.0	150.0
14.0	135.0
15.0	104.0
16.0	82.0
17.0	92.0
18.0	78.0
19.0	82.0
20.0	81.0
21.0	70.0
22.0	42.0
23.0	66.0
24.0	58.0
25.0	44.0
26.0	42.0
27.0	33.0
28.0	42.0
29.0	34.0
30.0	34.0
31.0	26.0
32.0	28.0
33.0	28.0
34.0	19.0
35.0	22.0
36.0	26.0
37.0	16.0
38.0	20.0
39.0	21.0
40.0	28.0
41.0	12.0
42.0	15.0
43.0	19.0
44.0	15.0
45.0	9.0
46.0	12.0
47.0	13.0
48.0	14.0
49.0	8.0
50.0	516.0
