#Duplication rate	Coverage
1.0	2563.0
2.0	804.0
3.0	433.0
4.0	330.0
5.0	223.0
6.0	168.0
7.0	144.0
8.0	101.0
9.0	74.0
10.0	81.0
11.0	82.0
12.0	40.0
13.0	40.0
14.0	38.0
15.0	35.0
16.0	23.0
17.0	18.0
18.0	15.0
19.0	21.0
20.0	12.0
21.0	12.0
22.0	13.0
23.0	9.0
24.0	15.0
25.0	6.0
26.0	5.0
27.0	4.0
28.0	5.0
29.0	9.0
30.0	6.0
31.0	8.0
32.0	12.0
33.0	8.0
34.0	6.0
35.0	6.0
36.0	9.0
37.0	4.0
38.0	4.0
39.0	4.0
40.0	2.0
41.0	8.0
42.0	4.0
43.0	7.0
44.0	2.0
45.0	4.0
46.0	6.0
47.0	5.0
48.0	5.0
49.0	2.0
50.0	268.0
