#Duplication rate	Coverage
1.0	4461.0
2.0	2906.0
3.0	1895.0
4.0	1382.0
5.0	1054.0
6.0	816.0
7.0	702.0
8.0	594.0
9.0	527.0
10.0	458.0
11.0	382.0
12.0	316.0
13.0	361.0
14.0	309.0
15.0	283.0
16.0	267.0
17.0	289.0
18.0	252.0
19.0	218.0
20.0	238.0
21.0	213.0
22.0	195.0
23.0	167.0
24.0	174.0
25.0	174.0
26.0	129.0
27.0	147.0
28.0	156.0
29.0	147.0
30.0	122.0
31.0	119.0
32.0	136.0
33.0	118.0
34.0	117.0
35.0	121.0
36.0	108.0
37.0	107.0
38.0	104.0
39.0	99.0
40.0	96.0
41.0	105.0
42.0	82.0
43.0	86.0
44.0	83.0
45.0	89.0
46.0	90.0
47.0	81.0
48.0	70.0
49.0	64.0
50.0	2406.0
