#Mapping quality	mapping quality
1.0	1.0
2.0	32.0
7.0	3.0
8.0	48.0
9.0	146.0
10.0	48.0
11.0	56.0
12.0	35.0
13.0	11.0
14.0	15.0
15.0	30.0
16.0	83.0
17.0	57.0
18.0	50.0
19.0	37.0
20.0	51.0
21.0	41.0
22.0	55.0
23.0	60.0
24.0	42.0
25.0	63.0
26.0	86.0
27.0	79.0
28.0	123.0
29.0	105.0
30.0	139.0
31.0	129.0
32.0	134.0
33.0	128.0
34.0	113.0
35.0	85.0
36.0	78.0
37.0	183.0
38.0	104.0
39.0	86.0
40.0	117.0
41.0	148.0
42.0	66.0
43.0	85.0
44.0	130.0
45.0	139.0
46.0	158.0
47.0	72.0
48.0	140.0
49.0	169.0
50.0	134.0
51.0	161.0
52.0	165.0
53.0	239.0
54.0	332.0
55.0	272.0
56.0	494.0
57.0	1036.0
58.0	1724.0
59.0	10685.0
60.0	10901.0
