#Duplication rate	Coverage
1.0	988.0
2.0	1042.0
3.0	985.0
4.0	880.0
5.0	781.0
6.0	784.0
7.0	707.0
8.0	669.0
9.0	584.0
10.0	594.0
11.0	534.0
12.0	528.0
13.0	514.0
14.0	459.0
15.0	447.0
16.0	438.0
17.0	434.0
18.0	403.0
19.0	389.0
20.0	344.0
21.0	382.0
22.0	336.0
23.0	342.0
24.0	333.0
25.0	307.0
26.0	257.0
27.0	285.0
28.0	279.0
29.0	239.0
30.0	251.0
31.0	262.0
32.0	226.0
33.0	213.0
34.0	211.0
35.0	197.0
36.0	231.0
37.0	190.0
38.0	163.0
39.0	183.0
40.0	176.0
41.0	180.0
42.0	155.0
43.0	158.0
44.0	176.0
45.0	139.0
46.0	140.0
47.0	144.0
48.0	147.0
49.0	148.0
50.0	10338.0
