#Duplication rate	Coverage
1.0	1796.0
2.0	1219.0
3.0	889.0
4.0	729.0
5.0	551.0
6.0	499.0
7.0	433.0
8.0	366.0
9.0	313.0
10.0	273.0
11.0	254.0
12.0	253.0
13.0	220.0
14.0	196.0
15.0	166.0
16.0	175.0
17.0	135.0
18.0	139.0
19.0	104.0
20.0	121.0
21.0	122.0
22.0	90.0
23.0	83.0
24.0	73.0
25.0	73.0
26.0	69.0
27.0	62.0
28.0	56.0
29.0	54.0
30.0	51.0
31.0	47.0
32.0	49.0
33.0	39.0
34.0	38.0
35.0	32.0
36.0	31.0
37.0	40.0
38.0	35.0
39.0	31.0
40.0	27.0
41.0	17.0
42.0	32.0
43.0	30.0
44.0	21.0
45.0	11.0
46.0	12.0
47.0	16.0
48.0	17.0
49.0	14.0
50.0	256.0
