#Duplication rate	Coverage
1.0	4147.0
2.0	2434.0
3.0	1560.0
4.0	1235.0
5.0	975.0
6.0	816.0
7.0	612.0
8.0	474.0
9.0	433.0
10.0	372.0
11.0	308.0
12.0	246.0
13.0	236.0
14.0	209.0
15.0	178.0
16.0	162.0
17.0	141.0
18.0	128.0
19.0	91.0
20.0	96.0
21.0	79.0
22.0	71.0
23.0	54.0
24.0	58.0
25.0	37.0
26.0	51.0
27.0	40.0
28.0	30.0
29.0	23.0
30.0	24.0
31.0	22.0
32.0	18.0
33.0	18.0
34.0	15.0
35.0	10.0
36.0	10.0
37.0	9.0
38.0	8.0
39.0	5.0
40.0	7.0
41.0	9.0
42.0	6.0
43.0	5.0
44.0	4.0
45.0	2.0
46.0	2.0
47.0	1.0
48.0	2.0
49.0	4.0
50.0	13.0
