#Duplication rate	Coverage
1.0	2405.0
2.0	2127.0
3.0	1695.0
4.0	1456.0
5.0	1256.0
6.0	1057.0
7.0	887.0
8.0	828.0
9.0	723.0
10.0	646.0
11.0	595.0
12.0	484.0
13.0	488.0
14.0	484.0
15.0	410.0
16.0	387.0
17.0	378.0
18.0	347.0
19.0	349.0
20.0	326.0
21.0	281.0
22.0	260.0
23.0	276.0
24.0	247.0
25.0	255.0
26.0	239.0
27.0	234.0
28.0	217.0
29.0	189.0
30.0	180.0
31.0	191.0
32.0	176.0
33.0	201.0
34.0	140.0
35.0	154.0
36.0	169.0
37.0	134.0
38.0	134.0
39.0	140.0
40.0	128.0
41.0	146.0
42.0	115.0
43.0	128.0
44.0	138.0
45.0	114.0
46.0	117.0
47.0	98.0
48.0	102.0
49.0	90.0
50.0	5484.0
