#Duplication rate	Coverage
1.0	4030.0
2.0	2683.0
3.0	1896.0
4.0	1485.0
5.0	1184.0
6.0	933.0
7.0	804.0
8.0	700.0
9.0	616.0
10.0	533.0
11.0	418.0
12.0	401.0
13.0	374.0
14.0	328.0
15.0	310.0
16.0	324.0
17.0	235.0
18.0	253.0
19.0	233.0
20.0	237.0
21.0	220.0
22.0	203.0
23.0	212.0
24.0	192.0
25.0	165.0
26.0	149.0
27.0	154.0
28.0	139.0
29.0	143.0
30.0	114.0
31.0	155.0
32.0	143.0
33.0	117.0
34.0	123.0
35.0	109.0
36.0	120.0
37.0	108.0
38.0	106.0
39.0	98.0
40.0	80.0
41.0	101.0
42.0	96.0
43.0	80.0
44.0	84.0
45.0	56.0
46.0	73.0
47.0	72.0
48.0	66.0
49.0	67.0
50.0	2153.0
