#Duplication rate	Coverage
1.0	4484.0
2.0	2712.0
3.0	1930.0
4.0	1395.0
5.0	1063.0
6.0	837.0
7.0	743.0
8.0	600.0
9.0	507.0
10.0	460.0
11.0	433.0
12.0	370.0
13.0	332.0
14.0	272.0
15.0	293.0
16.0	262.0
17.0	266.0
18.0	215.0
19.0	215.0
20.0	211.0
21.0	199.0
22.0	189.0
23.0	171.0
24.0	153.0
25.0	146.0
26.0	168.0
27.0	143.0
28.0	145.0
29.0	161.0
30.0	108.0
31.0	125.0
32.0	113.0
33.0	111.0
34.0	103.0
35.0	96.0
36.0	101.0
37.0	88.0
38.0	89.0
39.0	89.0
40.0	95.0
41.0	82.0
42.0	83.0
43.0	74.0
44.0	56.0
45.0	94.0
46.0	85.0
47.0	71.0
48.0	81.0
49.0	67.0
50.0	2057.0
