#Duplication rate	Coverage
1.0	4657.0
2.0	2473.0
3.0	1644.0
4.0	1203.0
5.0	915.0
6.0	695.0
7.0	621.0
8.0	514.0
9.0	435.0
10.0	396.0
11.0	359.0
12.0	307.0
13.0	272.0
14.0	260.0
15.0	210.0
16.0	192.0
17.0	159.0
18.0	175.0
19.0	130.0
20.0	131.0
21.0	113.0
22.0	87.0
23.0	102.0
24.0	114.0
25.0	77.0
26.0	98.0
27.0	78.0
28.0	71.0
29.0	55.0
30.0	61.0
31.0	67.0
32.0	71.0
33.0	65.0
34.0	53.0
35.0	39.0
36.0	50.0
37.0	46.0
38.0	52.0
39.0	52.0
40.0	41.0
41.0	42.0
42.0	35.0
43.0	45.0
44.0	30.0
45.0	33.0
46.0	19.0
47.0	35.0
48.0	23.0
49.0	29.0
50.0	1360.0
