#Duplication rate	Coverage
1.0	3013.0
2.0	1855.0
3.0	1338.0
4.0	940.0
5.0	840.0
6.0	662.0
7.0	576.0
8.0	484.0
9.0	483.0
10.0	418.0
11.0	392.0
12.0	339.0
13.0	303.0
14.0	293.0
15.0	254.0
16.0	255.0
17.0	232.0
18.0	238.0
19.0	250.0
20.0	198.0
21.0	175.0
22.0	173.0
23.0	164.0
24.0	165.0
25.0	177.0
26.0	177.0
27.0	148.0
28.0	155.0
29.0	114.0
30.0	104.0
31.0	125.0
32.0	123.0
33.0	130.0
34.0	114.0
35.0	107.0
36.0	110.0
37.0	125.0
38.0	98.0
39.0	96.0
40.0	99.0
41.0	81.0
42.0	77.0
43.0	68.0
44.0	91.0
45.0	72.0
46.0	86.0
47.0	72.0
48.0	66.0
49.0	73.0
50.0	5011.0
