#Coverage (X)	Coverage
1.0	99.88295488746948
2.0	99.88295488746948
3.0	99.88295488746948
4.0	99.79935123566197
5.0	99.75587733672207
6.0	99.61542320168545
7.0	99.43149516770893
8.0	99.39805370698592
9.0	99.31445005517841
10.0	99.2275022572986
11.0	99.1940607965756
12.0	99.19071665050329
13.0	99.18402835835869
14.0	99.17734006621409
15.0	99.17399592014179
16.0	99.16061933585259
17.0	99.16061933585259
18.0	99.1572751897803
19.0	99.06363909975587
20.0	98.97000300973147
21.0	98.93656154900846
22.0	98.86633448149016
23.0	98.77604253753805
24.0	98.69243888573052
25.0	98.54195231247701
26.0	98.4817576831756
27.0	98.34799184028358
28.0	98.20753770524696
29.0	98.09718088486105
30.0	98.02026552519814
31.0	97.97344748018594
32.0	97.90656455873993
33.0	97.86643480587232
34.0	97.7928635922817
35.0	97.762766277631
36.0	97.6992275022573
37.0	97.60559141223288
38.0	97.56211751329297
39.0	97.50192288399157
40.0	97.44172825469016
41.0	97.34809216466576
42.0	97.24442363642444
43.0	97.16750827676152
44.0	97.0571514563756
45.0	96.8565026920376
46.0	96.68595124235027
47.0	96.54884125338594
48.0	96.45854930943383
49.0	96.34484834297562
50.0	96.27796542152961
51.0	96.2110825000836
