#Duplication rate	Coverage
1.0	3638.0
2.0	2566.0
3.0	1714.0
4.0	1350.0
5.0	1130.0
6.0	924.0
7.0	799.0
8.0	709.0
9.0	633.0
10.0	545.0
11.0	481.0
12.0	444.0
13.0	397.0
14.0	375.0
15.0	334.0
16.0	336.0
17.0	281.0
18.0	264.0
19.0	276.0
20.0	251.0
21.0	254.0
22.0	210.0
23.0	187.0
24.0	210.0
25.0	181.0
26.0	177.0
27.0	148.0
28.0	145.0
29.0	127.0
30.0	130.0
31.0	127.0
32.0	126.0
33.0	102.0
34.0	119.0
35.0	85.0
36.0	109.0
37.0	106.0
38.0	89.0
39.0	88.0
40.0	78.0
41.0	80.0
42.0	60.0
43.0	72.0
44.0	72.0
45.0	82.0
46.0	60.0
47.0	73.0
48.0	57.0
49.0	54.0
50.0	1327.0
