#Duplication rate	Coverage
1.0	2385.0
2.0	1842.0
3.0	1407.0
4.0	1251.0
5.0	991.0
6.0	889.0
7.0	808.0
8.0	732.0
9.0	634.0
10.0	612.0
11.0	533.0
12.0	513.0
13.0	460.0
14.0	426.0
15.0	417.0
16.0	397.0
17.0	375.0
18.0	360.0
19.0	338.0
20.0	328.0
21.0	291.0
22.0	311.0
23.0	268.0
24.0	250.0
25.0	276.0
26.0	261.0
27.0	235.0
28.0	202.0
29.0	215.0
30.0	186.0
31.0	187.0
32.0	156.0
33.0	184.0
34.0	162.0
35.0	166.0
36.0	175.0
37.0	170.0
38.0	142.0
39.0	138.0
40.0	139.0
41.0	134.0
42.0	107.0
43.0	142.0
44.0	133.0
45.0	119.0
46.0	113.0
47.0	103.0
48.0	101.0
49.0	118.0
50.0	4990.0
