#Duplication rate	Coverage
1.0	4143.0
2.0	2523.0
3.0	1694.0
4.0	1234.0
5.0	929.0
6.0	805.0
7.0	719.0
8.0	590.0
9.0	514.0
10.0	467.0
11.0	398.0
12.0	400.0
13.0	348.0
14.0	329.0
15.0	285.0
16.0	270.0
17.0	241.0
18.0	220.0
19.0	200.0
20.0	203.0
21.0	176.0
22.0	175.0
23.0	163.0
24.0	179.0
25.0	146.0
26.0	134.0
27.0	109.0
28.0	114.0
29.0	104.0
30.0	87.0
31.0	93.0
32.0	113.0
33.0	101.0
34.0	96.0
35.0	88.0
36.0	89.0
37.0	77.0
38.0	65.0
39.0	58.0
40.0	66.0
41.0	55.0
42.0	56.0
43.0	46.0
44.0	56.0
45.0	56.0
46.0	47.0
47.0	47.0
48.0	49.0
49.0	40.0
50.0	1880.0
