#Mapping quality	mapping quality
2.0	8.0
3.0	38.0
4.0	36.0
5.0	159.0
6.0	158.0
7.0	107.0
8.0	107.0
9.0	64.0
10.0	38.0
11.0	18.0
12.0	14.0
13.0	96.0
14.0	86.0
15.0	142.0
16.0	70.0
17.0	74.0
18.0	106.0
19.0	86.0
20.0	57.0
21.0	67.0
22.0	108.0
23.0	82.0
24.0	98.0
25.0	84.0
26.0	137.0
27.0	92.0
28.0	53.0
29.0	33.0
30.0	29.0
31.0	44.0
32.0	35.0
33.0	41.0
34.0	57.0
35.0	83.0
36.0	78.0
37.0	133.0
38.0	94.0
39.0	122.0
40.0	75.0
41.0	75.0
42.0	74.0
43.0	88.0
44.0	84.0
45.0	89.0
46.0	97.0
47.0	87.0
48.0	173.0
49.0	200.0
50.0	267.0
51.0	210.0
52.0	235.0
53.0	252.0
54.0	256.0
55.0	208.0
56.0	208.0
57.0	369.0
58.0	813.0
59.0	10080.0
60.0	13013.0
