#Mapping quality	mapping quality
5.0	7.0
6.0	49.0
7.0	38.0
8.0	25.0
9.0	19.0
10.0	19.0
11.0	5.0
12.0	16.0
13.0	13.0
14.0	12.0
15.0	11.0
16.0	14.0
17.0	12.0
18.0	25.0
19.0	32.0
20.0	23.0
21.0	23.0
22.0	24.0
23.0	29.0
24.0	52.0
25.0	87.0
26.0	70.0
27.0	73.0
28.0	76.0
29.0	56.0
30.0	82.0
31.0	137.0
32.0	152.0
33.0	166.0
34.0	118.0
35.0	156.0
36.0	161.0
37.0	93.0
38.0	94.0
39.0	76.0
40.0	84.0
41.0	163.0
42.0	124.0
43.0	55.0
44.0	73.0
45.0	104.0
46.0	51.0
47.0	78.0
48.0	126.0
49.0	155.0
50.0	255.0
51.0	298.0
52.0	145.0
53.0	128.0
54.0	208.0
55.0	53.0
56.0	128.0
57.0	438.0
58.0	741.0
59.0	10493.0
60.0	13958.0
