#Duplication rate	Coverage
1.0	4655.0
2.0	2296.0
3.0	1419.0
4.0	1027.0
5.0	661.0
6.0	487.0
7.0	416.0
8.0	295.0
9.0	259.0
10.0	226.0
11.0	159.0
12.0	173.0
13.0	119.0
14.0	113.0
15.0	94.0
16.0	78.0
17.0	84.0
18.0	82.0
19.0	81.0
20.0	64.0
21.0	60.0
22.0	51.0
23.0	59.0
24.0	38.0
25.0	37.0
26.0	43.0
27.0	41.0
28.0	36.0
29.0	29.0
30.0	45.0
31.0	32.0
32.0	41.0
33.0	36.0
34.0	44.0
35.0	25.0
36.0	21.0
37.0	18.0
38.0	20.0
39.0	32.0
40.0	24.0
41.0	22.0
42.0	27.0
43.0	16.0
44.0	18.0
45.0	17.0
46.0	20.0
47.0	18.0
48.0	14.0
49.0	15.0
50.0	694.0
