#Duplication rate	Coverage
1.0	4913.0
2.0	2536.0
3.0	1645.0
4.0	1060.0
5.0	736.0
6.0	580.0
7.0	468.0
8.0	366.0
9.0	283.0
10.0	241.0
11.0	209.0
12.0	176.0
13.0	168.0
14.0	152.0
15.0	117.0
16.0	106.0
17.0	88.0
18.0	82.0
19.0	72.0
20.0	86.0
21.0	67.0
22.0	67.0
23.0	46.0
24.0	48.0
25.0	39.0
26.0	39.0
27.0	29.0
28.0	38.0
29.0	31.0
30.0	33.0
31.0	32.0
32.0	21.0
33.0	29.0
34.0	15.0
35.0	28.0
36.0	20.0
37.0	24.0
38.0	15.0
39.0	18.0
40.0	15.0
41.0	12.0
42.0	11.0
43.0	9.0
44.0	14.0
45.0	16.0
46.0	16.0
47.0	5.0
48.0	16.0
49.0	8.0
50.0	240.0
