#Duplication rate	Coverage
1.0	1699.0
2.0	1154.0
3.0	943.0
4.0	806.0
5.0	647.0
6.0	570.0
7.0	501.0
8.0	437.0
9.0	439.0
10.0	357.0
11.0	356.0
12.0	301.0
13.0	303.0
14.0	233.0
15.0	267.0
16.0	257.0
17.0	261.0
18.0	212.0
19.0	194.0
20.0	182.0
21.0	196.0
22.0	189.0
23.0	177.0
24.0	179.0
25.0	160.0
26.0	170.0
27.0	158.0
28.0	163.0
29.0	151.0
30.0	129.0
31.0	131.0
32.0	104.0
33.0	135.0
34.0	141.0
35.0	112.0
36.0	115.0
37.0	90.0
38.0	108.0
39.0	99.0
40.0	82.0
41.0	107.0
42.0	113.0
43.0	125.0
44.0	86.0
45.0	98.0
46.0	89.0
47.0	85.0
48.0	84.0
49.0	80.0
50.0	10882.0
