#Duplication rate	Coverage
1.0	109.0
2.0	164.0
3.0	218.0
4.0	242.0
5.0	254.0
6.0	220.0
7.0	257.0
8.0	288.0
9.0	275.0
10.0	303.0
11.0	265.0
12.0	275.0
13.0	272.0
14.0	277.0
15.0	251.0
16.0	262.0
17.0	232.0
18.0	234.0
19.0	209.0
20.0	234.0
21.0	237.0
22.0	240.0
23.0	252.0
24.0	227.0
25.0	219.0
26.0	192.0
27.0	216.0
28.0	225.0
29.0	191.0
30.0	168.0
31.0	198.0
32.0	206.0
33.0	212.0
34.0	184.0
35.0	208.0
36.0	187.0
37.0	170.0
38.0	181.0
39.0	179.0
40.0	146.0
41.0	167.0
42.0	161.0
43.0	180.0
44.0	178.0
45.0	172.0
46.0	165.0
47.0	158.0
48.0	148.0
49.0	150.0
50.0	19453.0
