#Duplication rate	Coverage
1.0	2274.0
2.0	1460.0
3.0	1050.0
4.0	941.0
5.0	761.0
6.0	713.0
7.0	672.0
8.0	569.0
9.0	521.0
10.0	413.0
11.0	414.0
12.0	398.0
13.0	324.0
14.0	297.0
15.0	298.0
16.0	269.0
17.0	260.0
18.0	240.0
19.0	223.0
20.0	212.0
21.0	200.0
22.0	201.0
23.0	217.0
24.0	186.0
25.0	168.0
26.0	169.0
27.0	169.0
28.0	177.0
29.0	157.0
30.0	145.0
31.0	144.0
32.0	140.0
33.0	146.0
34.0	128.0
35.0	131.0
36.0	120.0
37.0	120.0
38.0	129.0
39.0	128.0
40.0	107.0
41.0	109.0
42.0	111.0
43.0	106.0
44.0	104.0
45.0	93.0
46.0	93.0
47.0	101.0
48.0	94.0
49.0	85.0
50.0	7570.0
