#Duplication rate	Coverage
1.0	2535.0
2.0	2098.0
3.0	1664.0
4.0	1327.0
5.0	1128.0
6.0	939.0
7.0	784.0
8.0	753.0
9.0	622.0
10.0	544.0
11.0	516.0
12.0	461.0
13.0	443.0
14.0	382.0
15.0	410.0
16.0	373.0
17.0	329.0
18.0	314.0
19.0	289.0
20.0	298.0
21.0	272.0
22.0	270.0
23.0	239.0
24.0	238.0
25.0	254.0
26.0	241.0
27.0	231.0
28.0	232.0
29.0	207.0
30.0	210.0
31.0	230.0
32.0	213.0
33.0	196.0
34.0	176.0
35.0	198.0
36.0	174.0
37.0	175.0
38.0	177.0
39.0	180.0
40.0	158.0
41.0	160.0
42.0	130.0
43.0	135.0
44.0	144.0
45.0	142.0
46.0	147.0
47.0	149.0
48.0	143.0
49.0	111.0
50.0	6078.0
