#Duplication rate	Coverage
1.0	2226.0
2.0	2226.0
3.0	2057.0
4.0	1865.0
5.0	1722.0
6.0	1518.0
7.0	1341.0
8.0	1242.0
9.0	1093.0
10.0	1064.0
11.0	905.0
12.0	856.0
13.0	806.0
14.0	757.0
15.0	662.0
16.0	554.0
17.0	560.0
18.0	490.0
19.0	483.0
20.0	416.0
21.0	375.0
22.0	386.0
23.0	318.0
24.0	312.0
25.0	297.0
26.0	286.0
27.0	230.0
28.0	209.0
29.0	184.0
30.0	170.0
31.0	178.0
32.0	154.0
33.0	140.0
34.0	139.0
35.0	128.0
36.0	124.0
37.0	109.0
38.0	108.0
39.0	92.0
40.0	75.0
41.0	88.0
42.0	63.0
43.0	59.0
44.0	64.0
45.0	56.0
46.0	71.0
47.0	56.0
48.0	40.0
49.0	49.0
50.0	549.0
