#Duplication rate	Coverage
1.0	1324.0
2.0	1295.0
3.0	956.0
4.0	1084.0
5.0	1005.0
6.0	998.0
7.0	1006.0
8.0	941.0
9.0	993.0
10.0	959.0
11.0	933.0
12.0	866.0
13.0	896.0
14.0	828.0
15.0	826.0
16.0	747.0
17.0	716.0
18.0	666.0
19.0	636.0
20.0	601.0
21.0	559.0
22.0	516.0
23.0	495.0
24.0	432.0
25.0	438.0
26.0	349.0
27.0	373.0
28.0	302.0
29.0	312.0
30.0	303.0
31.0	294.0
32.0	291.0
33.0	226.0
34.0	234.0
35.0	237.0
36.0	189.0
37.0	147.0
38.0	179.0
39.0	177.0
40.0	129.0
41.0	136.0
42.0	141.0
43.0	129.0
44.0	117.0
45.0	118.0
46.0	88.0
47.0	80.0
48.0	96.0
49.0	94.0
50.0	2262.0
