#Duplication rate	Coverage
1.0	1139.0
2.0	1240.0
3.0	995.0
4.0	1073.0
5.0	956.0
6.0	1060.0
7.0	973.0
8.0	1014.0
9.0	938.0
10.0	939.0
11.0	872.0
12.0	826.0
13.0	838.0
14.0	828.0
15.0	767.0
16.0	713.0
17.0	707.0
18.0	659.0
19.0	620.0
20.0	607.0
21.0	574.0
22.0	563.0
23.0	473.0
24.0	475.0
25.0	383.0
26.0	385.0
27.0	359.0
28.0	327.0
29.0	323.0
30.0	301.0
31.0	243.0
32.0	272.0
33.0	254.0
34.0	259.0
35.0	229.0
36.0	204.0
37.0	186.0
38.0	159.0
39.0	163.0
40.0	181.0
41.0	151.0
42.0	140.0
43.0	135.0
44.0	129.0
45.0	129.0
46.0	106.0
47.0	99.0
48.0	106.0
49.0	102.0
50.0	2481.0
