#Duplication rate	Coverage
1.0	3855.0
2.0	2488.0
3.0	1729.0
4.0	1325.0
5.0	1070.0
6.0	899.0
7.0	824.0
8.0	696.0
9.0	592.0
10.0	564.0
11.0	476.0
12.0	413.0
13.0	364.0
14.0	361.0
15.0	336.0
16.0	300.0
17.0	271.0
18.0	210.0
19.0	230.0
20.0	198.0
21.0	195.0
22.0	179.0
23.0	171.0
24.0	162.0
25.0	153.0
26.0	133.0
27.0	129.0
28.0	126.0
29.0	94.0
30.0	106.0
31.0	105.0
32.0	107.0
33.0	85.0
34.0	57.0
35.0	71.0
36.0	68.0
37.0	62.0
38.0	56.0
39.0	49.0
40.0	72.0
41.0	39.0
42.0	44.0
43.0	32.0
44.0	44.0
45.0	37.0
46.0	26.0
47.0	26.0
48.0	30.0
49.0	34.0
50.0	367.0
