#Duplication rate	Coverage
1.0	963.0
2.0	822.0
3.0	675.0
4.0	604.0
5.0	557.0
6.0	527.0
7.0	445.0
8.0	439.0
9.0	393.0
10.0	372.0
11.0	324.0
12.0	332.0
13.0	297.0
14.0	318.0
15.0	292.0
16.0	268.0
17.0	267.0
18.0	238.0
19.0	245.0
20.0	223.0
21.0	212.0
22.0	226.0
23.0	205.0
24.0	194.0
25.0	195.0
26.0	180.0
27.0	197.0
28.0	161.0
29.0	161.0
30.0	161.0
31.0	149.0
32.0	154.0
33.0	148.0
34.0	160.0
35.0	176.0
36.0	144.0
37.0	135.0
38.0	131.0
39.0	143.0
40.0	114.0
41.0	121.0
42.0	127.0
43.0	125.0
44.0	111.0
45.0	119.0
46.0	110.0
47.0	91.0
48.0	111.0
49.0	108.0
50.0	14946.0
